Birth of Legend,http://j-lyric.net/artist/a0018f8/l048c91.html,Wow Wow…いまだ此処にないものを生み出そうとするのなら経験則もプライドも 捨てることからかつては抱きしめていた何かを取り戻すならゼロから創る倍以上 力が必要Ah 崩壊を見つめて嘆くより その手で高らかに鳴らせ 希望の鐘を始まりの鼓動 Can you feel風化した価値を 剥がし生まれたての太陽 吸い込んだら負ける気なんて しないはず新たなる自分 Set you freeさらなる進化を目指し歩いて行く この日々こそ彼方の歴史 いまBirth of LegendWow Wow…神々のシナリオなら淘汰じゃなく 自浄作用抗う僕らはいつも試されているねAh 革新のトビラはそれぞれの想いが 迷いを貫き舞い上がる空に…誰かが創り上げた 未来を今生きてるのなら そう 僕らの夢も未来へ遺そう始まりの鼓動 Can you feel凍てついた胸を 焦がし光が射す 空へと誘(いざな)うから僕らはまた 旅立つまだ見えなくても Hold the dream僕らは変わり続けるこの世界を 共に進もう彼方の歴史 いまBirth of LegendWow Wow…
BLACK DIAMOND,http://j-lyric.net/artist/a0018f8/l00eb95.html,一番のねがいごと 教えて―あなたのほしいもの―ボリューム振り切れるほど強く大きな声で 叫んでみて太陽が目覚めぬうちに始めよう 世界は光につきまとう影と踊るそう 君の手をとってさぁ 何が欲しいの? 何を求めるの?集めた輝き その手のひらにすべてすくいとる 汚れた夜空に黒いダイヤモンド ブラックダイヤモンド震える手で 祈りを捧げて―アナタノホシイモノ―意思のない人形のようじゃね涙だって流せない傷ついても 嘘だらけでも決して 屈しない本物だけが 輝いている見えない力に逆らってさぁ 何を歌うの? 何を信じるの?迷っているだけじゃ ガラクタになるすべてふりきって 歪んだ夜空に黒いダイヤモンド ブラックダイヤモンドさぁ 何が欲しいの? 何を求めるの?集めた輝き その手のひらにすべてすくいとる ねじれる夜空に黒いダイヤモンド ブラックダイヤモンド
BLUE,http://j-lyric.net/artist/a0018f8/l03333f.html,君の手に触れてるような温かい光 この星を照らしていくこんなにも美しい空側にあること 忘れそうになっていたよ朝日が射せば目覚める当たり前に感じる景色の中に奇跡が眠っていたんだ誰もが限りある時に生まれて限りない希望を探し続けてる恐れることも 痛みを知ることも愛という未来に繋がっていくとめどなく押し寄せる日々に飲まれぬように ただ走るしかなくて本当に大切なもの気付いているのに 見失いそうになっていたよ言葉を超えた想いが蒼い海を巡って 夢を翼に変えてく煌めく航路(たびじ)へきっと何かが始まる瞬間は輝く笑顔と共にあるだろう涙で滲んだ闇に迷っても愛が明日への道を切り開いていく誰かのために生きる喜び初めて君が教えてくれた小さな灯が惹かれ合い 木霊するように世界を彩っていく誰もが限りある時に生まれて限りない希望を探し続けてる恐れることも 痛みを知ることも愛という未来に繋がっていく「いつも君が幸せでありますように・・・」
BRACELET,http://j-lyric.net/artist/a0018f8/l0384bd.html,呼吸するよう自然にあなたはまたLockしてく私が開きかけた　ドアを閉じて君のために、というけど私の何がわかるの？永遠に届かない　言葉もある穏やかな　フリをした　愛情の代償に　ねぇ何を見失う夢見てた硝子の靴が時が過ぎ　つま先から　ひび割れてしまう変わらないあなたのとなり見知らぬ明日(あす)を　探しはじめているもう待てなくて　踏み出そうとして思い出が手に絡まって繋がれている　煌めいてたBRACELET肌に触れる温度とかひとりじゃない現実を手放すことが怖い　夜もあった誰もみな　答えなど　わからずに止めどない　静けさに　焦れてゆく築き上げた砂の城が気まぐれな波にのまれ　瞬間に　消えるどんなに信じてみたって壊れないものはきっと　どこにもない出会った頃の幼いままの私はあなたの記憶にしか　もういないの気怠い横顔はやく　向き直してよ気付いて欲しい…このBRACELET外れる前に夢見てた硝子の靴が時が過ぎ　つま先から　ひび割れてしまう変わらないあなたのとなり見知らぬ明日(あす)を　探しはじめている惰性じゃなくて　夢を見たくて「自由」にまた憧れて振り切りたくて　涙が落ちて離せないのは私でもう待てなくて　踏み出そうとして思い出が手に絡まって繋がれている　煌めいてたBRACELET
Brand New Tops,http://j-lyric.net/artist/a0018f8/l018d28.html,新しい場所へ行こう(心が揺れないうちに)ココは大好きだったけど(それだけじゃダメだ)慣れた明日より 今を超えたいんだ夢に忘れられるまえに Re:starting勇気をくれたキミには(心からのありがとう)涙はまだとっておくよ(泣きそうな顔でも)いつかふさわしい歌を見つけてはじける笑顔に飾る(そのときまで)叶えようとせずしまった夢は(変わらないで)あとで必ず熱をもって 痛みだすの?そんなのイヤ Ready Go Now !!飛びだそうよ こんな時代だからアタシだけが アシタを動かす白か黒か決めるのMyself うまくいくわ愛そう My Dream Top昔の仲間たちにも(しばらく会えてないけど)味方のままでいてくれる(光でつながる)いつかこの声届くその日に遠くで返事を聞かせて(そのときまで)一人じゃないって わかってるから(変わらないで)寂しい､､なんて ゼイタクだねみんな同じ 夜を越え Come to Life !!のばした両手につかんだものは自分だけの 宝物でいいそれぞれに抱く 輝きが幸せだとわかった My Treasure Topがんばろうよ こんな時代だからアタシだけが アシタを動かす白か黒か決めるのMyself うまくいくわ愛そう My Dream Top胸に抱いた 輝き My Treasure Top
BRAVE PHOENIX,http://j-lyric.net/artist/a0018f8/l00a360.html,手と手の温もりが僕を強くする積み重ねた想い空を駆け抜けて風になるこの願いが涙さえ乾かして解き放つ力が剣になり突き抜けるきっと終わりは始まりの唄羽ばたいた鳥の唄戦う意味を見失わないで祈りよ星になれ今は共に燃やした焔を明日への灯火にして震えてもいいからぐっと前を見ようこの胸に小さな勇気と 奇跡を...気づけば傍にいるなんて暖かいのまるで花のようにいつも寄り添って本当の宝物が何なのか気づいたよもう二度と迷わない君の為に僕の為にきっと涙は虹に変わって七色に煌めくでしょう心と心の架け橋になり刹那でもいいからそして大きな翼を広げあの丘の太陽よりとびっきりの顔で無邪気に笑うんだただ空は光を待ってる 飛ぼうよ...やがて僕や君が大人になって夜に泣いててもこのかけがえのない歴史(とき)が未来の地図になるだろうさあ今生まれゆく新たな道をどうか惑わずにほら見上げてごらん地平線から命が息吹くよきっと終わりは始まりの唄羽ばたいた鳥の唄戦う意味を見失わないで祈りよ星になれぎゅっとぎゅっと繋いだ心を絶対に忘れないよ確かな事は今旅立つ僕達が夜明けより輝いている事 笑顔で...振り返らないで 行こうよ...
BRIGHT STREAM,http://j-lyric.net/artist/a0018f8/l02994b.html,"僕の瞳に映る君 何を見つめてるの…?拭えない闇に射し込む一筋の光傷付いた心さえも優しさに変える無垢な輝き すべて解いてく「怖がらないでいつもそばにいるよ」君の声が僕の夜空(そら)こだまする真っ白な羽根は希望―あす―を探して幾つもの過去―よる―を越えていく独り隠した悲しみ抱きしめて流れた涙―星―の数だけきっと強くなれると信じてるよ君がいるから俯かない君の瞳に映る僕 何を想ってる…?初めて知る温もりに不安が襲うよ何度も消えてしまった願いはいつしか""素直""の意味まで消してしまっていた「ここにいたいよ…ずっと一緒にいたい」口にすれば また失うと思っていた真っ直ぐな夢は自由求めて果てない未来を綴ってく止まったままの時計を壊して誰より早く伝えたいんだ真実の扉開いてく僕がいるから守り抜くよ君の笑顔がもっと見たくて気付けば僕も笑っていた当たり前な日々がこんなに愛しいと君が教えてくれた真っ白な羽根は希望―あす―を探して幾つもの過去―よる―を越えていく独り隠した悲しみ抱きしめて流れた涙―星―の数だけきっと強くなれると信じてるよ君がいるから俯かない始まりの場所へと飛んで行こう…"
Brilliant Star,http://j-lyric.net/artist/a0018f8/l003df5.html,泣きたいこと誰でも たくさん持っているの?途切れた声 その先を ごまかしながら生きてる朝もやの中で 人にはぐれ見失いそうな『光』を 時々こうして壊れないように集める月まで行け 暗い道を たどるならその胸に溢れる 幼い輝きover misty ready fairy 闇にかざして描きすぎた 胸のコンプレックス 消せなくて鼓動と言うリズムが 不意に振れたりover misty ready fairyキラメクような夢なら いつか叶うよ...約束事たくさん 頭に詰め込んで自分にさえ 小さなわがまま言えなくなる間違いだらけの道順でもただ前に進めばいいと 教えてくれてねだから振り向かずに行こう時代の果て 遠い道を 選ぶなら自分を好きと言える 自分になってover misty ready fairy それだけでいい焦がれ過ぎて 胸のコントロール できなくて大人になったフリで カカトをあげたover misty ready fairyそれでもきっと光に 近づいている...月まで行け 暗い道を たどるならrainy day sweet and honeyAny day dream and brightover misty ready fairy 闇にかざして描きすぎた 胸のコンプレックス 消せなくてreiny day sweet and fire. Any day hope and courageover misty ready fairy キラメクような夢なら いつか叶うよ...
Bring it on!,http://j-lyric.net/artist/a0018f8/l00f462.html,鳴り止まない夜のvoices君を縛り付ける聞き飽きた言葉遊び(キレイゴト)終わりはないの?「しょうがないよ」そう、誰しも計算高く舌を出すいつからなの?そんな世界　壊してあげましょう無限の罠が仕掛けられたパロットグリーンの羽音見せかけだけの星に決して惑わないで伝えたいことならいつでも此処に用意してあるから迷った時は　この詩(うた)心で叫んで同じ答えばかりでつまらないelite(ドール)たち全て手に入れたくてご主人様(あるじ)待ってる「ボクにはない」逃げていたよ　欲しがる口癖消して眠りについたホントの君放ってあげましょうかりそめの時間に置き忘れた鮮やかな夢の蕾もう二度と離さないで君だけの未来無い物ねだりばかりしてたはがゆい日々にさよなら君にしかできないperformance(コト)沢山あるはずもし君が孤独に嘆いて瞳を閉ざしたとしても僕が傍にいるから　怖がらないで伝えたい音ならいつでも此処に用意してあるから迷った時は　この詩(うた)心で奏でて
Brlng it on!,http://j-lyric.net/artist/a0018f8/l00baa1.html,鳴り止まない夜のvoices君を縛り付ける聞き飽きた言葉遊び-キレイゴト-終わりはないの?「しょうがないよ」そう、誰しも計算高く舌を出すいつからなの?そんな世界 壊してあげましょう無限の罠が仕掛けられたパロットグリーンの羽音見せかけだけの星に決して惑わないで伝えたいことならいつでも此処に用意してあるから迷った時は この詩-うた-心で叫んで同じ答えばかりでつまらないelite-ドール-たち全て手に入れたくてご主人様-あるじ-待ってる「ボクにはない」逃げていたよ 欲しがる口癖消して眠りについたホントの君放ってあげましょうかりそめの時間に置き忘れた鮮やかな夢の蕾もう二度と離さないで君だけの未来無い物ねだりばかりしてたはがゆい日々にさよなら君にしかできないperformance-コト-沢山あるはずもし君が孤独に嘆いて瞳を閉ざしたとしても僕が傍にいるから 怖がらないで伝えたい音ならいつでも此処に用意してあるから迷った時は この詩-うた-心で奏でて
cherish,http://j-lyric.net/artist/a0018f8/l00a6cf.html,消えないように ぬくもり育てときに迷って 支えられる喜び幸せ運んだ ベルは鳴り止むまるで何もなかった?と 思えてしまう音―モノ―遠く遠く 離れても それぞれが選ぶ道なら寂しさには 鍵をかけ 涙を勇気に摺り替えはがゆい日卒業ね流行りの歌も 聴こえないような甘くせつない 恋に別れを告げた虹色アルバム 悲しい瞳でためらう気持ち押さえて 弱い手で開いた深く深く 確かめて 肩ならべて歩けた日々思い出して もう一度 すれ違いは後になればそれは それでよかった?この写真を 懐かしむ 移りゆく毎日余裕なんて なかったの 今日から飾ってみるよ遠く遠く 離れても また違う場所で会えたら声をかけて くれるかな 次のページめくれたからはがゆい日卒業ね
Chronicle of sky,http://j-lyric.net/artist/a0018f8/l00baaa.html,途切れた時間 沈黙に埋もれそうな光ほんの僅かな その存在 凍えるエレジーそれは無邪気な顔で 夢を語った眩しすぎたあのテンダネス 目を閉じれば浮かぶどうしようもないほど 強い気持ちがまだ胸の中で感じられるなら 今、風となれThe treasure in a dream 未来は誰も止められないゆずれないその気持ち 両手に集めていくつもの日々を乗り越え そこにある自分が笑顔で居られるなら 間違いじゃないThe tears of girls turn into courage.Its being very necessary to live.伝説の明日が始まる乗り遅れたバス 弱虫でざわめくノイズが熱をさらって この指をすり抜けるエナジーそれは予感みたいな 曖昧なもの風に舞うようなファラウェイ 挫けそうなプライド堕ちた花もいつかは 実を宿すように目も眩むような明日のイメージ 今、風となれThe treasure in a dream 遙かなあの場所を目指そう胸の高鳴るような 世界が待ってる夕立が邪魔をしたって うつむいたりしないなびく髪しなやかに あの雲に乗れThe tears of girls turn into courage.Its being very necessary to live.伝説の明日が始まるそれは嘘で守った闇の領域 そんな記憶さえ大切な要素で今を作ったThe treasure in a dream 未来は誰も止められないゆずれないその気持ち 両手に集めていくつもの日々を乗り越え そこにある自分が笑顔で居られるなら 間違いじゃないThe tears of girls turn into courage.Its being very necessary to live.伝説の明日が始まる
climb up,http://j-lyric.net/artist/a0018f8/l0051e7.html,TVの中でも理想と現実交差してやりきれないのは日常が早過ぎるからでもう、着いていけない 置き忘れてくあどけない心まで映画の中では迷わず駆け出しているのにいつしか自分で背中を押せなくなっているでも、抱えきれない荷物は置いて身軽になればなるほど 大きな願いが生まれはじめる人ゴミ!を抜け出したら そこには皆がいる大胆に上れそうな 真っ白い階段に足跡を付けよう寝苦しい訳じゃないのに何だか眠れない浮き世のしがらみ断ち切る強さがないからか?ああ、星の光も 眩しく感じ風の力も止まりソファーにもたれて正義の社会に身を任せあやまち正そうとメゲたりしてても仕方ないそう、幼い頃の大きな願い大人になればなるほど 小さな願いへ変わりはじめるありのまま私のまま 答えを出してみよう限りなく美しいと 思えたら単純に飛び出してしまおう穏やかな愛にふれて南風に押されて人ゴミ!を抜け出せたら 皆が待っていたね大胆に上れそうな 真っ白い階段に足跡を付けよう上りはじめよう!
Clutch!!,http://j-lyric.net/artist/a0018f8/l0384b9.html,百年先まで覗き込めたら真っ直ぐなStartも少しは躊躇うでしょ？約束ばかりのメロドラマよりもずっと刺激的なHappy Delight焦らずにゆっくり　踏みしめて行こう常識はずれもマニュアル通りじゃすぐに飽きられてしまうでしょう？Come on baｂy！！ Shiny happy day　残さず捕まえるわRise up！！ Stand up！！　アクセルを踏み出せば行き先不明のドライブでもいつも君の側でナビゲートしてあげる大人になるほどわからなくなるたまにはズルして格好良く生きたいけど解けないパズルを持ち出してばかり週末のTrickで攫ってよ怖がらず触れたい　欲張りな気持ち試行錯誤も裸足のままでそれが二人の流儀―やりかた―でしょう？Come on baｂy！！ Precious happy end　この手で掴みとるよDon't be afraid　チャンネルは変えないでとびきり素敵な明日になれそれで二人笑い合えたら夢心地最高感度で駆け抜けてみたいでしょう？ドラマチックに切り開く旅路は君と見つけ出せる事　信じられるよCome on！！ Precious happy days　今更止まれないわRise up！！ Stand up！！　アクセルを踏み出せば迷宮みたいな困難も超えていける誰かの決めた限界に邪魔はさせないよ一秒先の事を思うだけで Crazy for you　この胸は弾けそうよとびきり素敵な未来の果てまでいつも君の側でナビゲートしてあげるStand up！！ My dear.
COSMIC LOVE,http://j-lyric.net/artist/a0018f8/l00c33a.html,YOU KNOW I JUST GIVE YOU MY HEART...SECRET HEART無重力のサテライトに　浮かんでる感覚SO SWEET　憂鬱な心も消えるの主人公が長期不在のドラマみたいだった　君に逢うまで３次元のDOOR　そっと開いて　∞の時空を超えたらまるで新しい　場所がそこには　彩づきはじめていたCAN YOU HEAR MY VOICE?優しい君の微笑み今　甘いチョコレートみたい　独り占めしたいBABY BABY LOVE　聴こえる？深く長い夜の闇に　溶けてく確信　胸に潜めて…スリルさえも楽しむほど　君との素敵なDAYSYOUR DREAM　いつだって夢を見ていたいもしも人生　思い通り　だったらシラけちゃう　ドキドキしてたい1/365が　終わってしまうだけで悔しい！君と一緒に　過ごせる瞬間　ひとつも無駄にできないCAN YOU FEEL THE BEAT?三日月ぶらさがって君に　流星の雫で　照らしてあげるBABY BABY LOVE　感じる？この恋が本当の恋であること1/365が　終わってしまうだけで悔しい！君と一緒に　過ごせる瞬間　ひとつも無駄にできないCAN YOU FEEL THE BEAT?三日月ぶらさがって君に　流星の雫で　照らしてあげるBABY BABY LOVE　感じる？この恋が本当の恋であることCAN YOU HEAR MY VOICE?優しい君の微笑み今　甘いチョコレートみたい　独り占めしたいBABY BABY LOVE　聴こえる？深く長い夜の闇に　溶けてく確信　胸に潜めて…
Crescent Child,http://j-lyric.net/artist/a0018f8/l02b290.html,今感じたこと 伝えたいけどみんなウワノソラ 余裕もないからそんな感じ いつもの通り少しだけ傷ついて笑う空に 漂う飛行船ビルに削られた青空まるで 僕たちみたいだね戻ること出来ず 飛べもしない僕らがどんなに 叫んだって枯れそうなこの声は 誰にも届かないでも君に触れて 眠る夜はせめて世界が変わる夢見て願うCrescent Childミライの予報は また土砂降りデリカシー不足 僕ら置き去り普通でいい 普通がいいよそれさえも簡単じゃないしどこに 流されて行くのかそこで誰が待ってるのか基本 何も見えないまま完全カタルシスを待ってる僕らがどんなに 傷ついてもあしたさえ変わらない 時間も止まらないたとえば愛情 それは君の確かな温もりを信じたいよ祈るCrescent Childもしも 気付いていないなら自分に気付こうとしないだけ僕らがどんなに 叫んだって枯れそうなこの声は 誰にも届かない嘘でもいいから 君が「アイシテル」とささやいて月が満ちるまでWait forWait for the perfect moon
Crystal heart,http://j-lyric.net/artist/a0018f8/l016510.html,どうして できないの? ひとりじゃ立てないの?水の底 沈めた 気持ち間違えていいから 探したいって思うほんとうを 知りたいよね夢を運びながら 前をむいて大事な瞬間 生きてゆこうMoving my heart 今日より明日へ変われるよ ねぇ 少しずつTry my best 何度も試して胸に聞いたの 自分を 好きですか?紅茶に溶けてゆく ミルクのような時間とまどいも 消えたらいいな上手にしゃべれない だけど伝わるよね怖がりにサヨナラしようわたしだけができる ステキなコトあるよね 気づいて 笑顔になるShining my heart 流した涙も感じ方なの キレイだねTry my best シアワセあげたい優しさを今 わけあう あの人と鏡のような想い すれ違いも許して 信じて 強くなれるMoving my heart 七色のわたしひとつになって 目覚めてくTry my best 雫を集めてプリズムみたい 光になれるかなこころの クリスタル
Crystal Letter,http://j-lyric.net/artist/a0018f8/l009cbc.html,あなたと過ごした記憶が 水晶のように光ってる零れぬよう上を向いた 旅立ちは怖くない銀河に集う星たちが 変わらぬ火を放つようにリーベの唄を奏でよう 悠久の竪琴で遥か地平の先 燃える黄金(こがね)の鼓動今こそ飛ぼうどこまでも続く夢が好きだったあなたの笑顔が好きだった普通の恋が嬉しかった…ありきたりの言葉だけどごめんね例え時間が引き裂いても「この世界で一番あなたが大好きです」Love you forever…たぶん生命(いのち)の起源さえ 愛と云う名の悲愴曲(レクイエム)人を想うという事は あまりにも切なくて砂塵の霧の最果てに 見つけた理想郷(オアシス)運命(さだめ)がすべてというなら どこまでを彷徨うの?息が詰まるほどに 募る気持ちがほら羽ばたく風に永遠を願う程に好きだった泣きじゃくるくらい好きだった本当は今振り返りたい…限りない想いは土に植えたら胸の中で花にしましょう「私は笑えるから笑ってくれませんか?」You'll not cry again…凍りついた泪を溶かしたよ なんてなんて優しい螺旋解(ほど)くあなたの魂(こえ) 強く抱きしめて愛してる愛してるよいつまでもだからわたしは…わたしは…もう伝えたいよ 時代(とき)を越えて「物語は終わりを迎えるけど無限の明日に咲き誇ろう」あなたに送る手紙 新しい始まりにLove & Soul Letter…
